REC_ID,COMPANY,DISPOSITION_TYPE,PRIMARY_CRIME_CODE,SWISS_BANK_PROGRAM,USAO,COUNTRY,FINANCIAL_INSTITUTION,CASE_NAME,CASE_ID,DOCKET_NO,DATE,JUDGMENT_DATE,PLEA_DATE,TICKER,US_PUBLIC_CO,ADDITIONAL_REGULATORY_FINE_OR_PAYMENT,COMMUNITY_SERVICE_OR_OTHER,FINE,FORFEITURE_DISGORGEMENT,PROBATION_LENGTH,RESTITUTION,TOTAL_PAYMENT,ACCEPTS_RESPONSIBILITY,AGREEMENT_REQUIRED_NEW_POSITIONS,AGREEMENT_REQUIRED_OUTSIDE_AUDITORS_OR_EXPERTS,CITATION_AND_DESCRIPTION,CIVIL_JUDGMENT_OR_SETTLEMENT,COMPLIANCE_PROGRAM_DESCRIPTION,COMPLIANCE_PROGRAM_REQUIRED_BY_AGREEMENT,COMPLIANCE_REQUIRED_BY_REGULATORS,CRIME_DESC,DESCRIPTION_OF_PAYMENTS,DOES_AGREEMENT_DISCUSS_REASONS_OR_RELEVENT_CONSIDERATIONS_FOR_LENIENCY,DOJ_CAN_UNILATERALLY_TERMINATE,FINE_CALCULATION_INCLUDED,FINE_DESCRIPTION,INDEP_MONITOR_REQUIRED,MUST_COMPORT_WITH_USSG_OR_AUDIT_COMPLIANCE,OTHER_AGREEMENT,OTHER_AGREEMENT_REQUIRED_GOVERNANCE_CHANGES,OTHER_COMPLIANCE_OFFICER_OR_CONSULTANT_REQUIRED,PARALLEL_CIVIL_SUIT,PARALLEL_REGULATORY_ACTION_OR_LOCAL_PROSECUTOR,PRE_AGREEMENT_COMPLIANCE,PRE_AGREEMENT_COMPLIANCE_DESCRIPTION,PRIVACY_WAIVER,REGULATORY_DISGORGEMENT_RESTITUTION_FORFEITURE,REGULATORY_FINE,REG_AGENCY,STATEMENT_OF_FACTS,TOTAL_REGULATORY,UNRELATED_TERMS,AGMT_YEAR,SOURCE,NOTES
1159,"Chesapeake Appalachia, LLC",plea,Environmental,,West Virginia - Northern District,United States,No,"USA v. Chesapeake Appalachia, LLC",5:12-cr-00030,20,2012-12-03,2012-12-03,2012-10-05,,No,,,600000,0,24,0,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
1160,Chet's Vehicle Exchange,plea,Gambling,,Ohio - Northern District,United States,No,USA v. Simons et al,5:02-cr-00504,383,2004-02-16,2004-02-16,2004-02-16,,No,,,1000,,12,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
664,Chevron,NP,FCPA,No,New York - Southern District,United States,No,,,,2007-11-01,,,,Yes,20000000,,5000000,,24,20000000,25000000,Yes,No,No,"Yes (violation of Torture Victims Protection Act; Mastafa v. Chevron Corp., 759 F. Supp. 2d 297; dismissed), Government of Iraq, in civil suit naming 93 defendants, bringing RICO claims regarding U.N. Oil for Food FCPA violations, S.D.N.Y. 2008, 08 Civ. 5951 (SHS)",Dismissed for failure to state a claim,,No,No,FCPA (for purchases of Iraqi oil under Oil-for-Food program),"$2,000,000 Payment to OFAC, $3,000,000 to SEC; $25,000,000 disgorgement (satisfied by payments to SDNY and DANY ($5,000,000)",No,Yes,No,$20 million in restitution to Iraq Oil Fund; $5 million to New York Country District Attorney's Office; $2 million to OFAC,No,No,,No,No,Yes,"Yes; OFAC, SEC",No,No; None cited,No,5000000,5000000,Dept. of the Treasury - Office of Foreign Assets Control (OFAC); Dept. of the Treasury; Securities and Exchange Commission (SEC),Yes,10000000,No,2007,,
1161,Chevron Commercial Inc.,plea,Fraud - Tax,,Illinois - Southern District,United States,No,USA v. Chevron Commercial Inc,3:10-cr-30114,8,2010-07-26,2010-07-26,2010-07-26,,Yes,,,0,,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
1162,Chhabra Group LLC,plea,Controlled substances / Drugs / Meth Act,,Virginia - Eastern District,United States,No,USA et al v. Chhabra et al,1:03-cr-00530,652,2005-08-12,2005-08-12,2004-08-31,,No,,,0,,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1163,Chi Mei Optoelectronics,plea,Antitrust,,USDOJ - Antitrust Division (San Francisco),Taiwan,No,USA v. Chi Mei Optoelectronics,3:09-cr-01166,16,2010-02-11,2010-02-11,2010-02-11,,No,,,220000000,,0,0,220000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
1164,Chian Spirit Maritime Enterprises Inc.,plea,Act to Prevent Pollution from Ships,,USDOJ - Environment & Natural Resources Division,Greece,No,USA v. Chian Spirit Maritime Enterprises Inc. et al,1:06-cr-00076,45,2007-02-09,2007-02-09,2007-01-29,,No,,250000,500000,,36,0,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
215,"Chief Ethanol Fuels, Inc.",plea,Environmental,,Nebraska,United States,No,USA v. Chief Ethanol Fuels Inc.,4:06-cr-03153,7,2006-10-27,2006-10-27,2006-10-25,,No,,,100000,,12,0,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
216,"China Airlines, Ltd.",plea,Antitrust,,USDOJ - Antitrust Division,China,No,USA v. CHINA AIRLINES LTD.,1:10-cr-00263,8,2010-11-05,2010-11-05,2010-11-03,,No,,,40000000,,0,0,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
1165,China Nuclear Industry Huaxing Construction Co. Ltd.,plea,Import / Export,,USDOJ - National Security Section,China,No,USA v. CHINA NUCLEAR INDUSTRY HUAXING CONSTRUCTION CO. LTD,1:12-cr-00251,9,2012-12-11,2012-12-11,2012-12-03,,No,,,2000000,0,60,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
1166,China Star Inc.,plea,Immigration,,New Mexico,United States,No,USA v. China Star Inc. et al,1:04-cr-01468,128,2005-11-14,2005-11-14,2005-03-10,,No,,,0,55000,36,0,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
218,"Chiquita Brands Int'l, Inc.",plea,Other,,"District of Columbia,USDOJ - National Security Division",United States,No,USA v. CHIQUITA BRANDS INTERNATIONAL INC.,1:07-cr-00055,19,2007-09-24,2007-09-24,2007-03-19,,Yes,,,25000000,,60,0,25000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
1167,Chiquniz Inc.,plea,Controlled substances / Drugs / Meth Act,,Ohio - Northern District,United States,No,USA v. Chiquniz Inc.,1:01-cr-00523,7,2002-01-02,2002-01-02,2001-12-27,,No,,,100000,,60,0,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1168,"Chitron Electronics, Inc.",plea,Import / Export,,Massachusetts,United States,No,USA v. Wu et al,1:08-cr-10386,285,2011-02-08,2011-02-08,2010-05-17,,No,,,15500000,,0,,15500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
1169,Choice Construction Co. Inc.,plea,Fraud - Tax,,Ohio - Northern District,United States,No,United States of America v. Choice Construction Co. Inc.,1:04-cr-00460,12,2005-02-17,2005-02-17,2004-10-15,,No,,,35000,,24,0,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1170,Chubby's Store Inc.,plea,Controlled substances / Drugs / Meth Act,,Hawaii,United States,No,USA v. Chubby's Store Inc.,1:04-cr-00415,17,2005-12-05,2005-12-05,2004-11-19,,No,,,7500,,60,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
219,"Chunghwa Picture Tubes, Ltd.",plea,Antitrust,,USDOJ - Antitrust Division,Taiwan,No,USA v. Chunghwa Picture Tubes LTD.,3:08-cr-00804,19,2009-01-16,2009-01-16,2009-01-16,,No,,,65000000,,0,,65000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
1171,Cicero Local Development Corp.,plea,Fraud - General,,New York - Northern District,United States,No,USA v. The Cicero Local Development Corporation,5:09-cr-00159,9,2009-08-13,2009-08-13,2009-03-20,,No,,,390000,,0,,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
1172,Circle Green Environmental Inc.,plea,Environmental,,USDOJ - Criminal Division (California - Central District),United States,No,USA v. Denisiu,2:10-cr-00218,35,2011-01-24,2011-01-24,2010-09-23,,No,,,2500,,24,8000,10500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
3138,Citicorp,plea,Antitrust,,USDOJ - Antitrust Division (New York),United States,Yes,USA v. Citicorp,3:15-cr-00078,,2017-01-10,2017-01-10,2015-05-20,,Yes,,,925000000,0,,0,925000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,
220,"City of Lake Ozark, Missouri",plea,Environmental,,Missouri - Western District,United States,No,USA v. City of Lake Ozark,2:08-cr-04036,14,2009-05-12,2009-05-12,2008-08-27,,No,,,50000,,60,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
221,"City of Madison, Indiana",plea,Environmental,,Indiana - Southern District,United States,No,USA v. HAWKINS,4:09-cr-00024,40,2010-04-05,2010-04-05,2009-11-03,,No,,,15000,,60,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
222,"City of Venice, Florida",plea,Environmental,,Florida - Middle District,United States,No,USA v. City of Venice,8:05-cr-00190,20,2005-12-15,2005-12-15,2005-05-11,,No,,,110000,,0,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
1173,Civil Engineering and Design Services Inc.,plea,Fraud - General,,Alabama - Northern District,United States,No,USA v. Swann et al,2:06-cr-00084,150,2007-01-18,2007-01-18,2006-07-20,,No,,,80000,,12,0,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
224,"Clark Evangelistic Outreach Ministries, Inc.",plea,Money Laundering,,Texas - Northern District,United States,No,USA v. Clark et al,5:07-cr-00016,179,2008-05-12,2008-05-12,2008-01-30,,No,,,0,,60,13050,13050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
1174,Clark's Quality Roofing Inc.,plea,Immigration,,Colorado,United States,No,USA v. Clark et al,1:02-cr-00062,0,2002-10-11,,2002-10-11,,No,0,,40000,0,36,0,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1175,Claywest House Healthcare LLC,plea,Fraud - General,,Missouri - Eastern District,United States,No,USA v. Wachter et al,4:05-cr-00667,152,2007-02-28,2007-02-28,2006-10-10,,No,,,0,,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
2559,Clean Care Corp,plea,Environmental,,Washington - Western District,United States,No,USA v. Clean Care Corporation,3:00-cr-05182,24,2002-05-10,2002-05-10,2000-04-10,,No,,,107937,,5,,107937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
2771,Clean Care Corp.,plea,Environmental,,Washington - Western District,United States,No,USA v. Clean Care Corporation,3:00-cr-05182,24,2002-05-10,2002-05-10,2000-04-10,,No,,,,,60,107937,107937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1176,Cleanmex International LLC,plea,Environmental,,Texas - Southern District,United States,No,USA v. Cleanmex Internation,1:00-cr-00519,14,2001-04-13,2001-04-13,2001-01-26,,No,,,3000,,12,0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
1177,Cleopatra Shipping Agency Ltd,plea,Act to Prevent Pollution from Ships,,Louisiana - Middle District,Greece,No,USA v. Cleopatra Shipping Agency Ltd,3:12-cr-00102,15,2012-09-12,2012-09-12,2012-09-11,,No,,,300000,,36,,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
1178,Clifton Fruit & Produce Inc.,plea,Antitrust,,New York - Southern District,United States,No,USA v. Levy et al,1:00-cr-00596,10,2001-10-18,2001-10-18,2001-10-18,,No,,,0,,60,1870164,1870164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
35,"Coast Produce, Inc.",DP,False Statements,No,"California - Central District
",United States,No,,,,2015-09-08,,,,No,0,0,4000000,0,24,0,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,
1179,Coast to Coast Inc.,plea,Environmental,,Virginia - Eastern District,United States,No,USA v. Cedeno et al,3:03-mj-00330,5,2003-10-01,2003-10-01,2003-10-01,,No,,,10000,,0,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
1180,Coastal Hydro Services Inc.,plea,Environmental,,Texas - Southern District,United States,No,USA v. Coastal Hydro Serv,4:01-cr-00220,16,2001-07-20,2001-07-20,2001-04-26,,No,,,3000,,12,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
1181,Coastal Lead and Asbestos Abatement Inc.,plea,False Statements,,District of Columbia,United States,No,USA v. COASTAL LEAD AND ABESTOS ABATEMENT Inc.et al,1:03-cr-00521,24,2004-04-16,2004-04-16,2003-12-08,,No,,,30000,,24,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
1182,Coastal Shipping Holding LLC,plea,Act to Prevent Pollution from Ships,,Florida - Southern District,United States,No,USA v. Coastal Shipping Holding LLC,0:10-cr-60189,21,2010-08-16,2010-08-16,2010-08-16,,No,0,350000,350000,0,36,0,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
225,"Cobra Technologies of Georgia, Inc.",plea,Other,,Georgia - Middle District,United States,No,USA v. Cobra Technologies,5:02-cr-00043,9,2002-09-20,2002-09-20,2002-06-11,,No,,,10000,,60,14194,24194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1183,Cognis Corp.,plea,Food,,Ohio - Southern District,Germany,No,USA v. Cognis Corporation,1:06-cr-00109,18,2007-03-15,2007-03-15,2006-09-12,,No,,,200000,,36,9995,209995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
1184,Coin & Currency Clearing Corp.,plea,Fraud - General,,Florida - Southern District,United States,No,USA v. Deangelis et al,1:04-cr-20261,137,2006-03-16,2006-03-16,2005-09-07,,No,,,1000,,12,1296702,1297702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
1185,Cole Brothers Circus Inc.,plea,Food,,Texas - Eastern District,United States,No,USA v. Sealed 1,9:11-cr-00011,37,2011-03-17,2011-03-17,2011-02-22,,No,,,150000,,48,0,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
665,Collins & Aikman Corp.,NP,Fraud - Tax,No,New York - Southern District,United States,No,,,,2007-03-01,,,,No,0,,0,,24,,0,No,No,No,,,,No,,Tax Fraud,,No,Yes,No,None (in light of bankruptcy),No,No,,No,No,No,,No,No; None cited,No,,,U.S. Postal Inspection Service (USPIS); Securities and Exchange Commission (SEC),No,0,No,2007,,"Charged CEO, David Stockman, and 7 other former members of C&A's management. Stockman was charged with conspiracy, securities fraud, bank fraud, wire fraud, and obstruction of an agency proceeding. SEC Litigation Releases: http://www.sec.gov/litigation/litreleases/2010/lr21491.htm; http://www.sec.gov/litigation/litreleases/2007/lr20055.htm"
1186,Colmenares Rodriguez Inc.,plea,Immigration,,Nebraska,United States,No,USA v. Colmenares,8:09-cr-00173,42,2009-10-15,2009-10-15,2009-06-01,,No,,,0,,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
1187,Colonial Pipeline Co.,plea,Environmental,,Tennessee - Eastern District,United States,No,USA v. Colonial Pipeline Co,3:04-cr-00049,7,2004-05-13,2004-05-13,2004-05-04,,No,,,50000,,0,350000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,PACER,
226,"Color Wheel, Inc.",plea,Antitrust,,USDOJ - Antitrust Division,United States,No,USA v. Mosallem et al,1:02-cr-00649,52,2003-03-26,2003-03-26,2002-11-26,,No,,,0,,0,1500000,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
1188,Colorado Fisheries Inc.,plea,Food,,Wyoming,United States,No,USA v. Colorado Fisheries Inc,2:07-cr-00272,13,2008-01-30,2008-01-30,2007-10-05,,No,,,0,,36,60000,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
1189,Colosimo's Inc.,plea,Other,,Pennsylvania - Eastern District,United States,No,USA v. COLOSIMO'S INC.,2:09-cr-00629,9,2010-01-08,2010-01-08,2010-01-18,,No,0,,15000,0,60,0,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
587,"Columbia Farms, Inc.",DP,Immigration,No,South Carolina,United States,No,,,,2009-11-03,,,,No,1500000,,0,,24,1500000,1500000,Yes,Yes; Compliance Officer,No,,,"Designation of compliance officer; ICE reporting procedure, use e-verify program; establishment of review and self-reporting procedures; use of SSA's Social Security Number Verification Service; internal training program; agreements with subcontractors",Yes,,"Immigration, false statements",,"Yes; acceptance of responsibility, compliance, cooperation, payment forfeiture, agreement to self-report.",Yes,No,$1.5M,No,"Yes; Use of e-Verify program, annual review of compliance by the Board",,No,No,No,,Yes,Yes; Cites significant remedial actions taken to date,No,,,Dept. of Homeland Security;Dept. of Homeland Security - Immigration & Customs Enforcement (ICE),Yes,0,No,2009,,
1190,Columbia Homecare Group Inc.,plea,Fraud - General,,Florida - Middle District,United States,No,USA v. Columbia Homecare,8:01-cr-00003,7,2001-01-25,2001-01-25,2001-01-26,,No,,,3360000,,0,,3360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
1191,Columbia Management Companies Inc.,plea,False Statements,,Florida - Middle District,United States,No,USA v. Columbia Management,8:01-cr-00013,13,2001-01-25,2001-01-25,2000-12-14,,No,,,22600000,,0,,22600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
1192,Columbia Medical Systems Inc.,plea,Money Laundering,,Washington - Western District,United States,No,USA v. Columbia Medical Systems Inc.et al,2:05-cr-00270,266,2007-06-06,2007-06-06,2006-10-26,,No,,,200000,,60,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
1193,Columbia Shipmanagement GmbH,plea,Act to Prevent Pollution from Ships,,New Jersey,non - U.S.,No,USA v. COLUMBIA SHIPMANAGEMENT (DEUTSCHLAND GmbH) et al,2:13-cr-00205,5,2013-07-25,2013-07-25,2013-03-21,,No,,1600000,4800000,,48,,6400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
1194,Columbia Shipmanagement Ltd,plea,Act to Prevent Pollution from Ships,,New Jersey,non - U.S.,No,USA v. COLUMBIA SHIPMANAGEMENT LTD.,2:13-cr-00193,6,2013-07-25,2013-07-25,2013-03-21,,No,0,0,3000000,0,48,0,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
1195,Columbus Steel Castings Co.,plea,Environmental,,Ohio - Southern District,United States,No,USA v. Columbus Steel Castings Co.,2:11-cr-00180,19,2011-11-18,2011-11-18,2011-07-20,,No,,,660000,,12,0,660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
1196,Comercializadora Expromex S.A. de C.V.,plea,Import / Export,,USDOJ - Criminal Division (California - Southern District),United States,No,USA v. Carranza Nava et al,3:00-cr-01968,65,2001-08-02,2001-08-02,2001-02-16,,No,,,30000,,36,0,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
2932,"Comercializadora Expromex, S.A. de C.V.",plea,Import / Export,,California - Southern District,United States,No,USA v. Carranza Nava,3:00-cr-01968,65,2001-08-02,2001-08-02,2001-02-16,,No,,,0,,60,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
775,CommerceWest Bank,DP,Bank Secrecy Act,No,USDOJ - Civil Division - Consumer Protection Branch,United States,Yes,,,,2015-03-10,,,,Yes,1000000,0,1000000,219783,24,0,1219783,Yes,No,No,,,"Including reviews of compliance; implement recommendations and measures in OCC's Report of Examination dated Sept. 30,2010",Yes,,"Bank Secrecy Act - Money laundering, lack of effective program",,"Yes; ""The Bank has experienced over $283 million in losses over the pasttwo years and is on the verge of failure""; however new management planned to take over the bank, with a new board, cooperation.",Yes,,"$400,000 in restitution to victims of Ponzi scheme",No,No,,No,No,No,,No,No; None cited,Yes,,,Dept. of the Treasury - Office of the Comptroller of the Currency (OCC),Yes,0,No,2015,,
1197,Commercial Distribution Center Inc.,plea,FDCA / Pharma,,Missouri - Western District,United States,No,USA v. Commercial Distribution Center Inc.,4:04-cr-00236,9,2005-01-28,2005-01-28,2004-08-16,,No,,,100000,,60,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
2519,Commerzbank AG,DP,Bank Secrecy Act,No,"District of Columbia,New York - Southern District,USDOJ - Criminal Division - Asset Forfeiture & Money Laundering Section",non - U.S.,Yes,,,,2015-03-12,,,,No,0,0,79000000,562000000,36,0,641000000,,,,,,,,,Tax fraud,,,,,,,,,,,,,,,,,,,,,,2015,,
588,CommunityOne Bank,DP,Bank Secrecy Act,No,"North Carolina - Western District,USDOJ - Criminal Division - Asset Forfeiture & Money Laundering Section",United States,Yes,,,,2011-04-01,,,,No,400000,,0,,24,400000,400000,,,,,,,,,,,,,,,,,Consent Order (OCC),,,,,,,,,,,,,,2011,,
2561,Compania Sud Americana De Vapores S.A.,plea,Antitrust,,"USDOJ - Antitrust Division,Maryland",non - U.S.,No,USA v. Compania Sud Americana De Vapores S.A.,1:14-cr-00100,21,2014-05-19,2014-05-19,2014-04-24,,No,0,0,8900000,0,,0,8900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,PACER,
1198,Complete Care of America and International Inc.,plea,Fraud - General,,Missouri - Eastern District,United States,No,USA v. Complete Care of America and International Inc.et al,4:05-cr-00353,302,2007-12-21,2007-12-21,2008-01-09,,No,,,0,,60,545713,545713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
1199,Complete List Inc.,plea,Fraud - General,,Florida - Middle District,United States,No,USA v. Complete List Inc.,8:02-cr-00236,20,2002-11-15,2002-11-15,2002-06-03,,No,,,0,,36,69105,69105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
1200,Compounding Center Inc.,plea,Other,,Arizona,United States,No,USA v. Shaffer et al,2:09-cr-00717,173,2011-02-08,2011-02-08,2011-02-08,,No,0,,25000,0,0,0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
1201,Comprehensive Environmental Solutions Inc.,plea,Environmental,,Michigan - Eastern District,United States,No,USA v. Comprehensive Environmental Solutions Incorporated et al,2:07-cr-20037,117,2009-06-30,2009-06-30,2008-09-04,,No,,150000,600000,,60,,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
589,Computer Associates,DP,Fraud - Securities,No,New York - Eastern District,United States,No,,,,2004-09-01,,,,Yes,225000000,,0,,18,225000000,225000000,Yes,"Yes; Two new independent directors to Board, establish Compliance Committee, Disclosure Committee, hire five new internal auditors, new Chief Compliance Officer, reorganize Finance Department",,"Yes (class actions, In re Computer Associates Class Action Securities Litigation, 98 Civ. 4839, In re Computer Associates 2002 Class Action Securities Litigation, 02 Civ. 1226, Ambler v. Computer Associates, 02 Civ. 6281, Federman v. Artzt, 03 Civ. 419, settlement) Settlement for approx. $163 million and issuance of 5.7 million shares of CA common stock",163000000,Auditing; policy changes; data collection; confidential and public reporting; Compliance Committee of the Board of Directors; Disclosure Committee; enhanced corporate governance procedures; training program; appoint independent Chief Compliance Officer; program for effective communication with gov't agencies; hotline,Yes,,Securities fraud; obstruction of justice,,"Yes; acceptance of responsibility, cooperation, payments, compliance.",Yes,No,$225M restitution; $163M civil compensation in separate civil suit,Yes,Yes; ERP information technology system to audit financial controls,,"Yes; Report of Compliance Committee in each proxy statement to shareholders, amendments to senior executive compensation plans based on ethics)",Yes,Yes,Yes; SEC (joint settlement with USADO - no separate penalty),Yes,Yes; Terminate employees; add two independent directors to board; new CEO; reorganize Finance and Internal Audit Departments; conducted internal investigation of accounting and financial practices,Yes,0,0,Securities and Exchange Commission (SEC),Yes,0,No,2004,,"Additional civil case brought against the law firm who represented CA, see Wyly v. Milberg Weiss Bershad & Schulman, LLP, 12 N.Y.3d 400"
1202,Computer Intelligence Association Inc.,plea,Fraud - General,,Maryland,United States,No,USA v. Computer,8:01-cr-00576,6,2001-12-06,2001-12-06,2001-12-06,,No,,,400000,,0,400000,800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
2773,Computer Professional Services Inc.,plea,Fraud - General,,Florida - Southern District,United States,No,USA et al v. Computer Services,1:00-cr-00931,11,2000-11-29,2000-11-29,2000-11-28,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,PACER,
1203,Computer Training and Associates Inc.,plea,Fraud - General,,North Dakota,United States,No,USA v. Pipkin et al,1:07-cr-00089,62,2008-09-12,2008-09-12,2008-06-17,,No,,,0,,0,241000,241000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
227,"Comtriad Technologies, Inc.",plea,Fraud - General,,New Jersey,United States,No,USA v. COMTRIAD,2:05-cr-00185,8,2005-04-19,2005-04-19,2005-03-17,,No,,,250000,,12,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
666,"Comverse Technology, Inc.",NP,FCPA,No,"New York - Eastern District,USDOJ - Criminal Division - Fraud Section",United States,No,,,,2011-04-01,,,,Yes,0,,1200000,,24,,1200000,Yes,"Yes; Assignment one or more senior officers to compliance, with reporting obligations",No,,,Standard FCPA compliance program.,Yes,,FCPA,"$1,600,000 disgorgement and prejudgment interest","Yes; timely, voluntary, complete disclosure, remedial efforts, full cooperation.",Yes,No,"1,200,000",No,Yes; Periodic review and testing,,No,No,No,Yes; SEC,Yes,Yes; Cites remedial efforts already undertaken,No,1600000,0,Securities and Exchange Commission (SEC),Yes,1600000,No,2011,,Class action suit but related to backdating of stock options with a $225 million settlement.
1204,ConAgra Foods Inc.,plea,Environmental,,Minnesota,United States,No,USA v. ConAgra Foods Inc,0:05-cr-00257,12,2006-01-20,2006-01-20,2005-09-01,,Yes,,110000,138513,,0,1487,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
2723,ConAgra Poultry Co.,NP,Immigration,No,Kentucky - Western District,United States,No,,,,1998-04-16,,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,,
2562,"Conagra Grocery Products Company, LLC",plea,Food,,"Georgia - Middle District,USDOJ - Civil Division - Consumer Protection Branch",United States,No,UNITED STATES OF AMERICA v. CONAGRA GROCERY PRODUCTS COMPANY LLC,1:15-cr-00024,29,2016-06-16,2016-06-16,2015-05-20,CAG,Yes,125,,8011000,3200000,0,,11211000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,PACER,
1206,Concrete Management Corp.,plea,Immigration,,Colorado,United States,No,USA v. Concrete Management Corporation,1:13-mj-01053,7,2013-04-25,2013-04-25,2013-04-22,,No,100,0,1500,175000,,0,176500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
1209,Condor Systems Inc.,plea,False Statements,,California - Northern District,United States,No,USA v. Condor Systems Inc.,5:03-cr-20002,7,2003-02-18,2003-02-18,2003-02-10,,No,,,1000000,,0,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
